"ID" "year" "age" "eggs" "lifespan" "julianDate"
"804146-RbyO" 2001 4 3 6 314
"804160-GwrW" 2001 4 3 6 320
"804212-WWW" 2001 4 3 4 302
"804212-WWW" 2001 4 4 4 329
"804212-WWW" 2001 4 3 4 354
"804217-WNM" 2001 4 3 8 321
"804217-WNM" 2001 4 3 8 350
"804218-NGO" 2001 4 3 5 314
"804308-YybW" 2001 3 3 5 304
"804308-YybW" 2001 3 3 5 320
"804308-YybW" 2001 3 4 5 349
"832100-AboR" 2001 3 3 4 275
"832100-AboR" 2001 3 3 4 291
"832100-AboR" 2001 3 4 4 324
"832100-AboR" 2001 3 4 4 338
"832102-BboA" 2001 3 4 4 313
"832102-BboA" 2001 3 3 4 375
"832105-WboG" 2001 3 3 3 290
"832105-WboG" 2001 3 4 3 346
"832105-WboG" 2001 3 3 3 379
"832121-OAY" 2001 3 3 3 314
"832131-GrbG" 2001 3 4 4 292
"832131-GrbG" 2001 3 4 4 327
"832173-GWM" 2001 3 4 4 294
"832173-GWM" 2001 3 3 4 315
"832173-GWM" 2001 3 4 4 329
"832173-GWM" 2001 3 4 4 353
"832184-YGM" 2001 3 3 8 281
"832184-YGM" 2001 3 2 8 322
"832184-YGM" 2001 3 4 8 349
"832188-YMM" 2001 3 3 3 305
"832190-YMN" 2001 3 3 7 287
"832190-YMN" 2001 3 4 7 306
"832190-YMN" 2001 3 4 7 335
"832193-YNB" 2001 3 3 4 305
"832195-YNG" 2001 3 3 8 287
"832195-YNG" 2001 3 4 8 339
"832195-YNG" 2001 3 3 8 380
"832217-OBO" 2001 3 3 9 277
"832217-OBO" 2001 3 4 9 313
"832217-OBO" 2001 3 3 9 341
"832226-BMG" 2001 3 3 9 304
"832226-BMG" 2001 3 3 9 351
"832242-NAA" 2001 3 3 4 285
"832242-NAA" 2001 3 4 4 353
"832368-wnAM" 2001 2 3 4 316
"832368-wnAM" 2001 2 3 4 343
"832376-RWO" 2001 3 3 4 278
"832376-RWO" 2001 3 3 4 307
"832376-RWO" 2001 3 3 4 357
"832448-ogMY" 2001 2 3 7 295
"832448-ogMY" 2001 2 3 7 325
"832448-ogMY" 2001 2 3 7 336
"832485-BBA" 2001 2 3 3 299
"832485-BBA" 2001 2 4 3 333
"832485-BBA" 2001 2 3 3 341
"832486-WOO" 2001 2 2 5 271
"832486-WOO" 2001 2 4 5 330
"832486-WOO" 2001 2 3 5 366
"832487-NWA" 2001 2 3 3 306
"832513-ogAB" 2001 2 2 2 339
"832545-RYA" 2001 2 3 5 298
"832545-RYA" 2001 2 4 5 325
"832545-RYA" 2001 2 4 5 357
"832546-YRA" 2001 2 3 3 294
"832546-YRA" 2001 2 3 3 336
"832546-YRA" 2001 2 3 3 369
"832547-OYB" 2001 2 2 3 306
"832547-OYB" 2001 2 3 3 320
"832551-ABY" 2001 2 3 3 282
"832551-ABY" 2001 2 3 3 318
"832551-ABY" 2001 2 3 3 339
"832551-ABY" 2001 2 3 3 370
"832552-YGA" 2001 2 3 3 302
"832552-YGA" 2001 2 3 3 364
"832553-BWA" 2001 2 3 3 293
"832553-BWA" 2001 2 3 3 338
"832554-NNA" 2001 2 3 2 281
"832554-NNA" 2001 2 3 2 307
"832554-NNA" 2001 2 4 2 339
"832555-YAA" 2001 2 4 8 321
"832558-BRM" 2001 2 3 3 290
"832558-BRM" 2001 2 3 3 323
"832558-BRM" 2001 2 3 3 352
"832559-WON" 2001 2 3 3 303
"832559-WON" 2001 2 3 3 383
"832560-NAW" 2001 2 3 3 292
"832560-NAW" 2001 2 3 3 358
"832561-RRA" 2001 2 3 3 294
"832561-RRA" 2001 2 3 3 326
"832561-RRA" 2001 2 3 3 359
"832562-AOA" 2001 2 3 6 303
"832562-AOA" 2001 2 3 6 344
"832565-MRW" 2001 2 3 6 339
"832565-MRW" 2001 2 3 6 355
"832570-WYO" 2001 2 3 4 307
"832570-WYO" 2001 2 3 4 322
"832570-WYO" 2001 2 3 4 352
"832593-gnWN" 2001 1 3 6 337
"832595-WYA" 2001 2 3 5 280
"832595-WYA" 2001 2 3 5 296
"832595-WYA" 2001 2 3 5 356
"832596-RWA" 2001 2 3 3 297
"832596-RWA" 2001 2 3 3 328
"832598-mnMM" 2001 1 3 4 334
"832696-goYO" 2001 1 3 2 336
"832697-goRW" 2001 1 2 2 331
"832789-mnRG" 2001 1 3 2 314
"832789-mnRG" 2001 1 4 2 347
"832817-gnYB" 2001 1 3 2 344
"832817-gnYB" 2001 1 3 2 358
"832934-RAM" 2001 1 3 2 306
"832934-RAM" 2001 1 3 2 350
"832940-goGG" 2001 1 3 1 296
"832940-goGG" 2001 1 4 1 327
"832947-YBA" 2001 1 4 4 304
"832947-YBA" 2001 1 4 4 335
"832947-YBA" 2001 1 3 4 370
"832956-OYA" 2001 1 3 2 299
"832956-OYA" 2001 1 3 2 346
"832959-RBA" 2001 1 3 2 338
"832960-NYO" 2001 1 3 3 305
"832960-NYO" 2001 1 4 3 333
"832962-NRB" 2001 1 3 2 337
"832962-NRB" 2001 1 3 2 368
"832965-NBN" 2001 1 3 7 309
"832967-BWN" 2001 1 3 4 313
"832970-ARM" 2001 1 3 8 333
"832972-NAO" 2001 1 3 NA 307
"832973-YWR" 2001 1 3 10 316
"832973-YWR" 2001 1 3 10 348
"832974-MAB" 2001 1 3 8 312
"832974-MAB" 2001 1 3 8 337
"832975-GYA" 2001 1 3 NA 303
"832977-ANM2" 2001 1 3 2 298
"833049-YWA" 2001 1 3 3 334
"833072-RGA" 2001 1 3 2 346
"776256-NRG" 2002 7 3 8 281
"776256-NRG" 2002 7 3 8 313
"776256-NRG" 2002 7 3 8 360
"776446-GMG" 2002 7 3 7 294
"776446-GMG" 2002 7 3 7 313
"776446-GMG" 2002 7 3 7 352
"776451-nrMW" 2002 6 3 6 294
"776764-ORM" 2002 6 3 9 369
"804131-OobW" 2002 5 3 5 302
"804131-OobW" 2002 5 3 5 328
"804131-OobW" 2002 5 3 5 351
"804146-RbyO" 2002 5 3 6 283
"804146-RbyO" 2002 5 3 6 336
"804160-GwrW" 2002 5 3 6 311
"804217-WNM" 2002 5 3 8 325
"804308-YybW" 2002 4 2 5 281
"804308-YybW" 2002 4 3 5 313
"804308-YybW" 2002 4 3 5 358
"832184-YGM" 2002 4 3 8 295
"832184-YGM" 2002 4 2 8 328
"832190-YMN" 2002 4 3 7 322
"832193-YNB" 2002 4 3 4 291
"832193-YNB" 2002 4 4 4 319
"832193-YNB" 2002 4 4 4 347
"832195-YNG" 2002 4 3 8 301
"832217-OBO" 2002 4 3 9 306
"832226-BMG" 2002 4 3 9 305
"832242-NAA" 2002 4 3 4 277
"832242-NAA" 2002 4 3 4 332
"832368-wnAM" 2002 3 3 4 331
"832448-ogMY" 2002 3 3 7 324
"832486-WOO" 2002 3 3 5 287
"832545-RYA" 2002 3 4 5 294
"832545-RYA" 2002 3 4 5 325
"832545-RYA" 2002 3 3 5 358
"832546-YRA" 2002 3 3 3 338
"832555-YAA" 2002 3 3 8 312
"832559-WON" 2002 3 3 3 289
"832559-WON" 2002 3 3 3 333
"832562-AOA" 2002 3 3 6 285
"832562-AOA" 2002 3 3 6 353
"832570-WYO" 2002 3 3 4 296
"832570-WYO" 2002 3 3 4 354
"832593-gnWN" 2002 2 3 6 312
"832595-WYA" 2002 3 3 5 305
"832596-RWA" 2002 3 3 3 286
"832596-RWA" 2002 3 3 3 325
"832596-RWA" 2002 3 2 3 376
"832598-mnMM" 2002 2 3 4 314
"832789-mnRG" 2002 2 3 2 281
"832789-mnRG" 2002 2 4 2 310
"832789-mnRG" 2002 2 3 2 338
"832789-mnRG" 2002 2 3 2 361
"832860-mnMO" 2002 2 3 6 351
"832869-wmMW" 2002 2 2 5 363
"832934-RAM" 2002 2 3 2 324
"832934-RAM" 2002 2 3 2 354
"832947-YBA" 2002 2 3 4 305
"832947-YBA" 2002 2 3 4 358
"832960-NYO" 2002 2 3 3 278
"832960-NYO" 2002 2 3 3 308
"832960-NYO" 2002 2 4 3 331
"832965-NBN" 2002 2 3 7 286
"832965-NBN" 2002 2 3 7 303
"832965-NBN" 2002 2 3 7 320
"832965-NBN" 2002 2 3 7 349
"832967-BWN" 2002 2 3 4 283
"832967-BWN" 2002 2 3 4 317
"832967-BWN" 2002 2 2 4 348
"832970-ARM" 2002 2 3 8 284
"832970-ARM" 2002 2 3 8 322
"832971-AAM" 2002 2 3 4 299
"832973-YWR" 2002 2 3 10 304
"832973-YWR" 2002 2 3 10 340
"832973-YWR" 2002 2 3 10 354
"832974-MAB" 2002 2 3 8 297
"832977-ANM2" 2002 2 3 2 287
"832977-ANM2" 2002 2 3 2 310
"832977-ANM2" 2002 2 3 2 343
"833008-RwmN" 2002 1 3 2 329
"833020-BgnY" 2002 1 3 2 312
"833020-BgnY" 2002 1 3 2 343
"833049-YWA" 2002 2 3 3 303
"833049-YWA" 2002 2 2 3 322
"833072-RGA" 2002 2 3 2 294
"833072-RGA" 2002 2 3 2 325
"833072-RGA" 2002 2 3 2 349
"833084-RbgB" 2002 1 3 3 316
"833084-RbgB" 2002 1 3 3 352
"833096-YYM" 2002 1 2 5 315
"833109-BgnB" 2002 1 3 4 299
"833109-BgnB" 2002 1 3 4 323
"833109-BgnB" 2002 1 3 4 356
"833121-YogN" 2002 1 3 7 296
"833121-YogN" 2002 1 3 7 317
"833121-YogN" 2002 1 3 7 352
"833128-YbgA" 2002 1 3 1 314
"833128-YbgA" 2002 1 3 1 343
"833153-BgnM" 2002 1 3 3 343
"833201-MogR" 2002 1 3 4 298
"833243-NogR" 2002 1 3 NA 313
"833243-NogR" 2002 1 3 NA 348
"833276-YwmB" 2002 1 3 3 321
"833276-YwmB" 2002 1 3 3 348
"833518-AMO" 2002 1 3 2 307
"833521-MNA2" 2002 1 3 1 294
"833528-MRO" 2002 1 3 5 309
"833536-NWY2" 2002 1 2 2 329
"833538-AGN" 2002 1 3 2 298
"833538-AGN" 2002 1 3 2 310
"833539-AWR" 2002 1 3 6 317
"833540-YGW" 2002 2 2 3 321
"833540-YGW" 2002 2 2 3 335
"833545-RAA" 2002 1 2 NA 329
"833545-RAA" 2002 1 2 NA 341
"833671-YWM" 2002 1 3 3 327
"653417-gAnrW" 2003 1 3 7 320
"653417-gAnrW" 2003 1 3 7 350
"776764-ORM" 2003 7 4 9 339
"776764-ORM" 2003 7 3 9 388
"804146-RbyO" 2003 6 3 6 296
"804146-RbyO" 2003 6 4 6 341
"804217-WNM" 2003 6 3 8 306
"804217-WNM" 2003 6 2 8 378
"832184-YGM" 2003 5 2 8 328
"832184-YGM" 2003 5 4 8 332
"832190-YMN" 2003 5 3 7 301
"832190-YMN" 2003 5 5 7 335
"832195-YNG" 2003 5 3 8 283
"832195-YNG" 2003 5 4 8 313
"832195-YNG" 2003 5 4 8 328
"832195-YNG" 2003 5 4 8 356
"832195-YNG" 2003 5 4 8 379
"832217-OBO" 2003 5 3 9 296
"832217-OBO" 2003 5 4 9 333
"832226-BMG" 2003 5 4 9 341
"832226-BMG" 2003 5 3 9 384
"832448-ogMY" 2003 4 3 7 313
"832448-ogMY" 2003 4 3 7 346
"832448-ogMY" 2003 4 3 7 359
"832486-WOO" 2003 4 3 5 273
"832486-WOO" 2003 4 3 5 304
"832486-WOO" 2003 4 3 5 335
"832486-WOO" 2003 4 3 5 360
"832545-RYA" 2003 4 3 5 299
"832545-RYA" 2003 4 4 5 331
"832545-RYA" 2003 4 4 5 361
"832545-RYA" 2003 4 3 5 388
"832555-YAA" 2003 4 3 8 300
"832555-YAA" 2003 4 3 8 317
"832555-YAA" 2003 4 4 8 337
"832555-YAA" 2003 4 4 8 366
"832562-AOA" 2003 4 3 6 286
"832562-AOA" 2003 4 4 6 308
"832562-AOA" 2003 4 2 6 350
"832570-WYO" 2003 4 3 4 306
"832593-gnWN" 2003 3 3 6 321
"832593-gnWN" 2003 3 4 6 349
"832595-WYA" 2003 4 3 5 301
"832595-WYA" 2003 4 4 5 328
"832595-WYA" 2003 4 3 5 396
"832598-mnMM" 2003 3 2 4 300
"832598-mnMM" 2003 3 4 4 364
"832860-mnMO" 2003 3 3 6 296
"832860-mnMO" 2003 3 4 6 329
"832860-mnMO" 2003 3 4 6 349
"832860-mnMO" 2003 3 3 6 379
"832869-wmMW" 2003 3 3 5 312
"832947-YBA" 2003 3 4 4 329
"832960-NYO" 2003 3 4 3 281
"832960-NYO" 2003 3 4 3 308
"832960-NYO" 2003 3 4 3 337
"832965-NBN" 2003 3 3 7 302
"832965-NBN" 2003 3 3 7 336
"832965-NBN" 2003 3 3 7 375
"832967-BWN" 2003 3 3 4 303
"832967-BWN" 2003 3 4 4 353
"832970-ARM" 2003 3 3 8 279
"832970-ARM" 2003 3 3 8 296
"832970-ARM" 2003 3 3 8 372
"832971-AAM" 2003 3 3 4 315
"832971-AAM" 2003 3 4 4 345
"832973-YWR" 2003 3 3 10 301
"832973-YWR" 2003 3 4 10 332
"832974-MAB" 2003 3 3 8 305
"832974-MAB" 2003 3 4 8 339
"832974-MAB" 2003 3 3 8 376
"833049-YWA" 2003 3 3 3 303
"833084-RbgB" 2003 2 4 3 297
"833084-RbgB" 2003 2 4 3 328
"833084-RbgB" 2003 2 3 3 383
"833096-YYM" 2003 2 3 5 299
"833096-YYM" 2003 2 4 5 338
"833109-BgnB" 2003 2 3 4 275
"833109-BgnB" 2003 2 4 4 308
"833109-BgnB" 2003 2 4 4 337
"833121-YogN" 2003 2 4 7 323
"833121-YogN" 2003 2 4 7 361
"833153-BgnM" 2003 2 3 3 307
"833153-BgnM" 2003 2 4 3 349
"833169-BbgY" 2003 2 3 6 301
"833169-BbgY" 2003 2 3 6 331
"833169-BbgY" 2003 2 3 6 348
"833201-MogR" 2003 2 3 4 308
"833201-MogR" 2003 2 4 4 345
"833201-MogR" 2003 2 4 4 377
"833276-YwmB" 2003 2 3 3 307
"833276-YwmB" 2003 2 3 3 373
"833528-MRO" 2003 2 3 5 324
"833528-MRO" 2003 2 2 5 377
"833535-AGM" 2003 2 3 3 295
"833535-AGM" 2003 2 3 3 337
"833537-BNG" 2003 2 3 5 310
"833537-BNG" 2003 2 3 5 335
"833538-AGN" 2003 2 3 2 295
"833538-AGN" 2003 2 3 2 316
"833538-AGN" 2003 2 3 2 341
"833539-AWR" 2003 2 3 6 317
"833539-AWR" 2003 2 4 6 331
"833539-AWR" 2003 2 4 6 317
"833539-AWR" 2003 2 3 6 373
"833584-NgbW" 2003 1 3 5 318
"833584-NgbW" 2003 1 4 5 345
"833584-NgbW" 2003 1 3 5 369
"833588-OnyO" 2003 1 3 3 310
"833588-OnyO" 2003 1 4 3 350
"833590-OnyA" 2003 1 3 10 311
"833590-OnyA" 2003 1 4 10 344
"833592-WngM" 2003 1 3 2 326
"833615-AngY" 2003 1 3 8 333
"833615-AngY" 2003 1 3 8 360
"833665-AgbA" 2003 1 3 1 313
"833665-AgbA" 2003 1 4 1 343
"833666-NYA" 2003 2 3 3 304
"833666-NYA" 2003 2 4 3 338
"833666-NYA" 2003 2 3 3 375
"833671-YWM" 2003 2 3 3 301
"833671-YWM" 2003 2 4 3 326
"833671-YWM" 2003 2 4 3 360
"833676-MnyM" 2003 1 3 3 320
"833679-MgoR" 2003 1 3 NA 349
"833742-RGM" 2003 1 3 1 301
"898100-OBN" 2003 1 3 3 322
"898300-GAR" 2003 1 3 3 351
"898300-GAR" 2003 1 3 3 365
"898300-GAR" 2003 1 3 3 392
"653417-gAnrW" 2004 2 3 7 304
"653417-gAnrW" 2004 2 3 7 352
"776764-ORM" 2004 8 3 9 308
"776764-ORM" 2004 8 3 9 356
"776764-ORM" 2004 8 3 9 382
"804217-WNM" 2004 7 4 8 314
"804217-WNM" 2004 7 3 8 368
"804217-WNM" 2004 7 3 8 397
"832184-YGM" 2004 6 3 8 320
"832184-YGM" 2004 6 2 8 393
"832190-YMN" 2004 6 4 7 308
"832190-YMN" 2004 6 3 7 368
"832195-YNG" 2004 6 3 8 290
"832195-YNG" 2004 6 3 8 342
"832217-OBO" 2004 6 3 9 287
"832217-OBO" 2004 6 4 9 332
"832226-BMG" 2004 6 3 9 289
"832226-BMG" 2004 6 4 9 342
"832448-ogMY" 2004 5 3 7 320
"832448-ogMY" 2004 5 3 7 353
"832486-WOO" 2004 5 3 5 280
"832486-WOO" 2004 5 3 5 293
"832486-WOO" 2004 5 3 5 323
"832545-RYA" 2004 5 3 5 300
"832545-RYA" 2004 5 4 5 329
"832555-YAA" 2004 5 3 8 299
"832555-YAA" 2004 5 3 8 343
"832555-YAA" 2004 5 3 8 387
"832562-AOA" 2004 5 3 6 290
"832562-AOA" 2004 5 3 6 319
"832562-AOA" 2004 5 2 6 352
"832562-AOA" 2004 5 3 6 364
"832593-gnWN" 2004 4 3 6 307
"832593-gnWN" 2004 4 4 6 337
"832593-gnWN" 2004 4 3 6 354
"832595-WYA" 2004 5 3 5 285
"832595-WYA" 2004 5 4 5 316
"832595-WYA" 2004 5 4 5 333
"832598-mnMM" 2004 4 3 4 299
"832860-mnMO" 2004 4 3 6 293
"832860-mnMO" 2004 4 3 6 339
"832860-mnMO" 2004 4 3 6 370
"832869-wmMW" 2004 4 4 5 320
"832869-wmMW" 2004 4 4 5 347
"832947-YBA" 2004 4 3 4 294
"832965-NBN" 2004 4 3 7 287
"832965-NBN" 2004 4 3 7 322
"832965-NBN" 2004 4 3 7 351
"832965-NBN" 2004 4 3 7 364
"832970-ARM" 2004 4 3 8 274
"832970-ARM" 2004 4 3 8 304
"832970-ARM" 2004 4 4 8 322
"832970-ARM" 2004 4 4 8 335
"832970-ARM" 2004 4 3 8 360
"832970-ARM" 2004 4 3 8 371
"832971-AAM" 2004 4 3 4 286
"832971-AAM" 2004 4 3 4 309
"832971-AAM" 2004 4 4 4 340
"832973-YWR" 2004 4 3 10 288
"832973-YWR" 2004 4 3 10 308
"832973-YWR" 2004 4 3 10 330
"832973-YWR" 2004 4 4 10 358
"832974-MAB" 2004 4 3 8 285
"832974-MAB" 2004 4 4 8 302
"832974-MAB" 2004 4 4 8 338
"832974-MAB" 2004 4 4 8 349
"832974-MAB" 2004 4 2 8 378
"833084-RbgB" 2004 3 3 3 282
"833096-YYM" 2004 3 2 5 286
"833096-YYM" 2004 3 3 5 304
"833096-YYM" 2004 3 3 5 358
"833109-BgnB" 2004 3 4 4 292
"833109-BgnB" 2004 3 3 4 349
"833109-BgnB" 2004 3 4 4 359
"833121-YogN" 2004 3 3 7 285
"833121-YogN" 2004 3 4 7 338
"833169-BbgY" 2004 3 3 6 289
"833169-BbgY" 2004 3 3 6 319
"833169-BbgY" 2004 3 3 6 359
"833201-MogR" 2004 3 3 4 299
"833201-MogR" 2004 3 4 4 329
"833528-MRO" 2004 3 3 5 274
"833528-MRO" 2004 3 4 5 329
"833528-MRO" 2004 3 4 5 349
"833537-BNG" 2004 3 3 5 292
"833537-BNG" 2004 3 4 5 304
"833537-BNG" 2004 3 4 5 319
"833537-BNG" 2004 3 4 5 335
"833537-BNG" 2004 3 3 5 374
"833539-AWR" 2004 3 3 6 305
"833539-AWR" 2004 3 4 6 340
"833539-AWR" 2004 3 4 6 362
"833584-NgbW" 2004 2 3 5 300
"833584-NgbW" 2004 2 3 5 313
"833584-NgbW" 2004 2 4 5 345
"833584-NgbW" 2004 2 3 5 370
"833588-OnyO" 2004 2 4 3 322
"833588-OnyO" 2004 2 3 3 356
"833588-OnyO" 2004 2 3 3 379
"833590-OnyA" 2004 2 3 10 276
"833590-OnyA" 2004 2 4 10 333
"833615-AngY" 2004 2 3 8 314
"833615-AngY" 2004 2 3 8 327
"833615-AngY" 2004 2 3 8 348
"833615-AngY" 2004 2 2 8 367
"833666-NYA" 2004 3 3 3 293
"833676-MnyM" 2004 2 4 3 291
"833676-MnyM" 2004 2 4 3 311
"833676-MnyM" 2004 2 4 3 345
"833676-MnyM" 2004 2 3 3 384
"833786-noWW" 2004 1 3 NA 302
"833786-noWW" 2004 1 4 NA 332
"833786-noWW" 2004 1 3 NA 360
"898095-gbAM" 2004 1 3 3 316
"898095-gbAM" 2004 1 4 3 342
"898095-gbAM" 2004 1 3 3 394
"898100-OBN" 2004 2 3 3 290
"898100-OBN" 2004 2 3 3 319
"898100-OBN" 2004 2 4 3 350
"898100-OBN" 2004 2 3 3 369
"898242-gbAN" 2004 1 3 6 325
"898242-gbAN" 2004 1 3 6 361
"898289-noAO" 2004 1 4 2 322
"898289-noAO" 2004 1 3 2 359
"898300-GAR" 2004 2 3 3 293
"898300-GAR" 2004 2 3 3 329
"898300-GAR" 2004 2 3 3 339
"898300-GAR" 2004 2 3 3 348
"898300-GAR" 2004 2 3 3 372
"898300-GAR" 2004 2 3 3 385
"898304-gbRM" 2004 1 3 1 329
"898304-gbRM" 2004 1 3 1 345
"898317-GRM" 2004 1 3 6 316
"898317-GRM" 2004 1 3 6 344
"898319-rbBY" 2004 1 3 2 348
"898319-rbBY" 2004 1 4 2 367
"898330-NNN" 2004 1 3 4 325
"898331-OMA" 2004 1 3 2 315
"898331-OMA" 2004 1 4 2 353
"898332-ABR" 2004 1 3 7 324
"898332-ABR" 2004 1 3 7 366
"898336-GMR" 2004 1 4 2 322
"898338-MGB" 2004 1 3 3 336
"898338-MGB" 2004 1 3 3 370
"898345-RGN" 2004 1 2 4 328
"898345-RGN" 2004 1 3 4 363
"898346-BGW" 2004 1 3 2 317
"898349-RMA" 2004 1 3 2 337
"898349-RMA" 2004 1 3 2 364
"898351-GON" 2004 1 3 5 322
"898351-GON" 2004 1 3 5 342
"898351-GON" 2004 1 3 5 361
"898353-MRB" 2004 1 3 2 302
"898353-MRB" 2004 1 3 2 331
"898353-MRB" 2004 1 3 2 341
"898353-MRB" 2004 1 3 2 376
"898679-BAY" 2004 1 3 2 353
"898679-BAY" 2004 1 3 2 366
"898738-AGY" 2004 1 4 4 306
"898738-AGY" 2004 1 3 4 327
"898738-AGY" 2004 1 4 4 362
"653417-gAnrW" 2005 3 3 7 286
"653417-gAnrW" 2005 3 4 7 353
"832184-YGM" 2005 7 2 8 305
"832184-YGM" 2005 7 3 8 334
"832184-YGM" 2005 7 4 8 343
"832184-YGM" 2005 7 3 8 376
"832184-YGM" 2005 7 3 8 411
"832195-YNG" 2005 7 3 8 277
"832195-YNG" 2005 7 4 8 301
"832195-YNG" 2005 7 4 8 333
"832195-YNG" 2005 7 3 8 364
"832217-OBO" 2005 7 3 9 284
"832217-OBO" 2005 7 4 9 338
"832217-OBO" 2005 7 3 9 393
"832226-BMG" 2005 7 3 9 281
"832226-BMG" 2005 7 3 9 313
"832226-BMG" 2005 7 4 9 355
"832448-ogMY" 2005 6 3 7 295
"832448-ogMY" 2005 6 4 7 336
"832448-ogMY" 2005 6 2 7 383
"832555-YAA" 2005 6 3 8 285
"832555-YAA" 2005 6 4 8 327
"832555-YAA" 2005 6 4 8 351
"832593-gnWN" 2005 5 3 6 309
"832593-gnWN" 2005 5 3 6 359
"832860-mnMO" 2005 5 3 6 284
"832860-mnMO" 2005 5 4 6 323
"832860-mnMO" 2005 5 4 6 348
"832869-wmMW" 2005 5 3 5 272
"832869-wmMW" 2005 5 4 5 305
"832965-NBN" 2005 5 3 7 283
"832965-NBN" 2005 5 3 7 365
"832970-ARM" 2005 5 3 8 262
"832970-ARM" 2005 5 3 8 277
"832970-ARM" 2005 5 4 8 316
"832970-ARM" 2005 5 4 8 350
"832973-YWR" 2005 5 3 10 292
"832973-YWR" 2005 5 3 10 312
"832973-YWR" 2005 5 4 10 338
"832974-MAB" 2005 5 3 8 277
"832974-MAB" 2005 5 4 8 305
"832974-MAB" 2005 5 4 8 342
"832974-MAB" 2005 5 3 8 368
"832974-MAB" 2005 5 3 8 394
"833096-YYM" 2005 4 3 5 278
"833096-YYM" 2005 4 4 5 308
"833096-YYM" 2005 4 3 5 332
"833096-YYM" 2005 4 3 5 366
"833121-YogN" 2005 4 3 7 286
"833121-YogN" 2005 4 4 7 330
"833121-YogN" 2005 4 4 7 338
"833121-YogN" 2005 4 3 7 391
"833169-BbgY" 2005 4 3 6 297
"833169-BbgY" 2005 4 4 6 322
"833169-BbgY" 2005 4 4 6 334
"833169-BbgY" 2005 4 3 6 363
"833169-BbgY" 2005 4 2 6 380
"833201-MogR" 2005 4 3 4 295
"833528-MRO" 2005 4 4 5 307
"833528-MRO" 2005 4 4 5 346
"833537-BNG" 2005 4 3 5 314
"833537-BNG" 2005 4 3 5 364
"833539-AWR" 2005 4 3 6 298
"833539-AWR" 2005 4 4 6 329
"833539-AWR" 2005 4 3 6 389
"833584-NgbW" 2005 3 3 5 277
"833584-NgbW" 2005 3 4 5 324
"833584-NgbW" 2005 3 4 5 356
"833590-OnyA" 2005 3 3 10 272
"833590-OnyA" 2005 3 4 10 318
"833590-OnyA" 2005 3 4 10 356
"833615-AngY" 2005 3 3 8 291
"833615-AngY" 2005 3 3 8 307
"833615-AngY" 2005 3 4 8 316
"833615-AngY" 2005 3 4 8 339
"833615-AngY" 2005 3 3 8 363
"833676-MnyM" 2005 3 3 3 273
"833751-ngAN" 2005 2 3 3 284
"833751-ngAN" 2005 2 4 3 365
"898095-gbAM" 2005 2 3 3 293
"898095-gbAM" 2005 2 3 3 332
"898095-gbAM" 2005 2 3 3 346
"898095-gbAM" 2005 2 3 3 375
"898100-OBN" 2005 3 3 3 275
"898100-OBN" 2005 3 4 3 311
"898242-gbAN" 2005 2 3 6 285
"898242-gbAN" 2005 2 4 6 326
"898242-gbAN" 2005 2 3 6 354
"898317-GRM" 2005 2 3 6 278
"898317-GRM" 2005 2 4 6 306
"898317-GRM" 2005 2 4 6 343
"898317-GRM" 2005 2 3 6 372
"898330-NNN" 2005 2 3 4 287
"898330-NNN" 2005 2 4 4 339
"898330-NNN" 2005 2 3 4 354
"898332-ABR" 2005 2 3 7 284
"898332-ABR" 2005 2 4 7 318
"898332-ABR" 2005 2 4 7 361
"898336-GMR" 2005 2 3 2 284
"898336-GMR" 2005 2 3 2 344
"898338-MGB" 2005 2 3 3 277
"898338-MGB" 2005 2 4 3 320
"898338-MGB" 2005 2 4 3 353
"898345-RGN" 2005 2 2 4 263
"898345-RGN" 2005 2 3 4 308
"898345-RGN" 2005 2 4 4 321
"898345-RGN" 2005 2 4 4 351
"898351-GON" 2005 2 3 5 300
"898351-GON" 2005 2 4 5 338
"898351-GON" 2005 2 3 5 371
"898351-GON" 2005 2 3 5 379
"898527-weAM" 2005 1 3 3 299
"898527-weAM" 2005 1 4 3 337
"898591-weAR" 2005 1 3 7 307
"898591-weAR" 2005 1 3 7 346
"898636-rwBA" 2005 1 4 1 308
"898636-rwBA" 2005 1 4 1 339
"898656-bgBY" 2005 1 3 2 362
"898656-bgBY" 2005 1 3 2 301
"898660-onRA" 2005 1 3 3 317
"898660-onRA" 2005 1 3 3 353
"898679-BAY" 2005 2 3 2 278
"898679-BAY" 2005 2 4 2 331
"898679-BAY" 2005 2 4 2 342
"898680-AMM" 2005 1 3 4 288
"898680-AMM" 2005 1 4 4 308
"898680-AMM" 2005 1 4 4 334
"898680-AMM" 2005 1 3 4 358
"898680-AMM" 2005 1 4 4 371
"898685-brBA" 2005 1 3 3 306
"898689-weBG" 2005 1 3 1 299
"898689-weBG" 2005 1 3 1 326
"898695-YNY" 2005 1 3 1 313
"898695-YNY" 2005 1 3 1 355
"898696-RGR" 2005 1 3 3 305
"898696-RGR" 2005 1 3 3 325
"898696-RGR" 2005 1 3 3 362
"898696-RGR" 2005 1 2 3 376
"898697-AOO" 2005 1 4 2 331
"898697-AOO" 2005 1 3 2 355
"898698-GMM" 2005 1 2 1 295
"898698-GMM" 2005 1 2 1 320
"898698-GMM" 2005 1 4 1 333
"898698-GMM" 2005 1 4 1 355
"898700-bgNG" 2005 1 4 6 314
