"ID" "year" "age" "eggs" "lifespan" "julianDate"
"898700-bgNG" 2005 1 4 6 333
"898716-YRO" 2005 1 4 4 358
"898716-YRO" 2005 1 3 4 379
"898718-weYM" 2005 1 4 4 304
"898718-weYM" 2005 1 2 4 380
"898725-GGA" 2005 1 3 4 298
"898725-GGA" 2005 1 4 4 324
"898725-GGA" 2005 1 4 4 350
"898725-GGA" 2005 1 3 4 363
"898726-WAW" 2005 1 3 5 323
"898726-WAW" 2005 1 3 5 349
"898728-RWM" 2005 1 3 2 304
"898728-RWM" 2005 1 4 2 326
"898728-RWM" 2005 1 3 2 353
"898728-RWM" 2005 1 3 2 388
"898731-AOB" 2005 1 3 5 309
"898731-AOB" 2005 1 2 5 398
"898733-OOA" 2005 1 3 NA 307
"898733-OOA" 2005 1 4 NA 341
"898738-AGY" 2005 2 3 4 292
"898738-AGY" 2005 2 4 4 336
"898739-RMY" 2005 1 4 3 308
"898739-RMY" 2005 1 3 3 355
"898740-MWA" 2005 1 4 4 313
"898740-MWA" 2005 1 3 4 341
"898740-MWA" 2005 1 4 4 356
"898740-MWA" 2005 1 2 4 392
"898742-NOM" 2005 1 3 6 295
"898742-NOM" 2005 1 4 6 328
"898742-NOM" 2005 1 4 6 361
"898742-NOM" 2005 1 3 6 392
"898744-GBO" 2005 1 3 2 335
"898744-GBO" 2005 1 3 2 365
"898746-WAB" 2005 1 3 2 362
"898747-ANM" 2005 1 4 3 315
"898747-ANM" 2005 1 4 3 349
"899051-BGM" 2005 1 4 4 321
"899051-BGM" 2005 1 3 4 351
"899491-WAO" 2005 1 2 5 312
"899491-WAO" 2005 1 4 5 346
"653417-gAnrW" 2006 4 3 7 305
"832184-YGM" 2006 8 3 8 266
"832184-YGM" 2006 8 2 8 300
"832184-YGM" 2006 8 3 8 337
"832195-YNG" 2006 8 3 8 283
"832195-YNG" 2006 8 3 8 322
"832217-OBO" 2006 8 3 9 281
"832217-OBO" 2006 8 3 9 303
"832217-OBO" 2006 8 3 9 339
"832226-BMG" 2006 8 3 9 268
"832226-BMG" 2006 8 4 9 318
"832555-YAA" 2006 7 3 8 284
"832555-YAA" 2006 7 4 8 312
"832555-YAA" 2006 7 4 8 340
"832555-YAA" 2006 7 3 8 362
"832593-gnWN" 2006 6 3 6 292
"832860-mnMO" 2006 6 3 6 276
"832860-mnMO" 2006 6 3 6 300
"832860-mnMO" 2006 6 3 6 312
"832860-mnMO" 2006 6 3 6 334
"832965-NBN" 2006 6 3 7 274
"832965-NBN" 2006 6 3 7 312
"832965-NBN" 2006 6 3 7 333
"832970-ARM" 2006 6 3 8 250
"832970-ARM" 2006 6 3 8 265
"832970-ARM" 2006 6 3 8 307
"832970-ARM" 2006 6 2 8 338
"832970-ARM" 2006 6 3 8 371
"832973-YWR" 2006 6 3 10 304
"832974-MAB" 2006 6 3 8 292
"832974-MAB" 2006 6 4 8 315
"832974-MAB" 2006 6 3 8 359
"833096-YYM" 2006 5 3 5 281
"833121-YogN" 2006 5 3 7 285
"833121-YogN" 2006 5 2 7 306
"833121-YogN" 2006 5 3 7 320
"833121-YogN" 2006 5 3 7 330
"833169-BbgY" 2006 5 3 6 288
"833169-BbgY" 2006 5 3 6 315
"833169-BbgY" 2006 5 3 6 345
"833528-MRO" 2006 5 3 5 255
"833528-MRO" 2006 5 3 5 275
"833528-MRO" 2006 5 4 5 307
"833528-MRO" 2006 5 3 5 340
"833539-AWR" 2006 5 3 6 287
"833539-AWR" 2006 5 3 6 332
"833539-AWR" 2006 5 3 6 364
"833584-NgbW" 2006 4 3 5 277
"833584-NgbW" 2006 4 4 5 312
"833590-OnyA" 2006 4 3 10 289
"833615-AngY" 2006 4 3 8 294
"833615-AngY" 2006 4 3 8 340
"833615-AngY" 2006 4 3 8 372
"833751-ngAN" 2006 3 3 3 298
"833751-ngAN" 2006 3 3 3 325
"898242-gbAN" 2006 3 3 6 295
"898242-gbAN" 2006 3 3 6 324
"898242-gbAN" 2006 3 3 6 338
"898317-GRM" 2006 3 3 6 270
"898317-GRM" 2006 3 4 6 309
"898317-GRM" 2006 3 3 6 367
"898330-NNN" 2006 3 3 4 280
"898330-NNN" 2006 3 3 4 308
"898330-NNN" 2006 3 3 4 316
"898332-ABR" 2006 3 3 7 279
"898332-ABR" 2006 3 3 7 312
"898332-ABR" 2006 3 3 7 350
"898345-RGN" 2006 3 3 4 255
"898345-RGN" 2006 3 4 4 307
"898345-RGN" 2006 3 3 4 341
"898345-RGN" 2006 3 3 4 378
"898351-GON" 2006 3 3 5 298
"898351-GON" 2006 3 3 5 331
"898527-weAM" 2006 2 3 3 290
"898591-weAR" 2006 2 3 7 285
"898660-onRA" 2006 2 3 3 272
"898660-onRA" 2006 2 3 3 320
"898680-AMM" 2006 2 3 4 283
"898680-AMM" 2006 2 4 4 308
"898680-AMM" 2006 2 3 4 340
"898685-brBA" 2006 2 3 3 291
"898685-brBA" 2006 2 3 3 328
"898696-RGR" 2006 2 3 3 319
"898700-bgNG" 2006 2 3 6 292
"898700-bgNG" 2006 2 4 6 321
"898716-YRO" 2006 2 2 4 289
"898716-YRO" 2006 2 3 4 319
"898716-YRO" 2006 2 3 4 336
"898718-weYM" 2006 2 3 4 283
"898718-weYM" 2006 2 3 4 324
"898725-GGA" 2006 2 3 4 307
"898726-WAW" 2006 2 3 5 291
"898726-WAW" 2006 2 3 5 344
"898726-WAW" 2006 2 3 5 357
"898729-NWY" 2006 2 3 3 291
"898731-AOB" 2006 2 3 5 280
"898731-AOB" 2006 2 3 5 335
"898731-AOB" 2006 2 3 5 362
"898735-NRR" 2006 2 3 3 279
"898735-NRR" 2006 2 3 3 302
"898735-NRR" 2006 2 3 3 348
"898738-AGY" 2006 3 3 4 279
"898738-AGY" 2006 3 3 4 309
"898739-RMY" 2006 2 3 3 286
"898739-RMY" 2006 2 3 3 309
"898739-RMY" 2006 2 3 3 331
"898740-MWA" 2006 2 3 4 313
"898740-MWA" 2006 2 3 4 350
"898742-NOM" 2006 2 2 6 291
"898742-NOM" 2006 2 3 6 329
"898747-ANM" 2006 2 3 3 285
"898747-ANM" 2006 2 4 3 316
"899051-BGM" 2006 2 3 4 267
"899051-BGM" 2006 2 3 4 296
"899051-BGM" 2006 2 4 4 316
"899099-ObyA" 2006 1 3 2 323
"899176-AgoB" 2006 1 3 3 322
"899231-GnrB" 2006 1 4 1 324
"899265-ORR" 2006 1 3 5 333
"899282-BAO" 2006 1 3 1 286
"899282-BAO" 2006 1 3 1 329
"899282-BAO" 2006 1 2 1 357
"899284-WAY" 2006 1 3 2 289
"899289-MBW" 2006 1 2 3 299
"899289-MBW" 2006 1 3 3 342
"899370-GOA" 2006 1 3 NA 315
"899373-GMY" 2006 1 3 2 293
"899373-GMY" 2006 1 3 2 308
"899373-GMY" 2006 1 3 2 346
"899385-ARA" 2006 1 3 3 311
"899435-MAY" 2006 1 2 4 324
"899467-ONA" 2006 1 3 2 315
"899467-ONA" 2006 1 3 2 341
"899471-YON" 2006 1 3 NA 315
"899471-YON" 2006 1 3 NA 342
"899490-anYA" 2006 1 3 1 313
"899490-anYA" 2006 1 3 1 348
"899491-WAO" 2006 2 3 5 295
"899491-WAO" 2006 2 3 5 323
"899495-RBN" 2006 1 3 6 318
"899500-BOB" 2006 1 4 2 312
"899500-BOB" 2006 1 3 2 341
"653417-gAnrW" 2007 5 3 7 370
"832217-OBO" 2007 9 3 9 281
"832217-OBO" 2007 9 4 9 325
"832226-BMG" 2007 9 3 9 271
"832970-ARM" 2007 7 3 8 263
"832970-ARM" 2007 7 4 8 293
"832970-ARM" 2007 7 3 8 329
"832970-ARM" 2007 7 3 8 385
"832973-YWR" 2007 7 3 10 277
"832973-YWR" 2007 7 3 10 297
"832973-YWR" 2007 7 4 10 312
"832973-YWR" 2007 7 4 10 324
"832973-YWR" 2007 7 4 10 336
"832973-YWR" 2007 7 4 10 356
"832974-MAB" 2007 7 3 8 295
"832974-MAB" 2007 7 3 8 330
"832974-MAB" 2007 7 3 8 371
"833121-YogN" 2007 6 3 7 301
"833121-YogN" 2007 6 4 7 334
"833121-YogN" 2007 6 3 7 362
"833539-AWR" 2007 6 2 6 287
"833539-AWR" 2007 6 4 6 321
"833584-NgbW" 2007 5 3 5 281
"833584-NgbW" 2007 5 4 5 308
"833590-OnyA" 2007 5 3 10 272
"833590-OnyA" 2007 5 4 10 296
"833590-OnyA" 2007 5 3 10 337
"833590-OnyA" 2007 5 3 10 374
"833590-OnyA" 2007 5 3 10 411
"833615-AngY" 2007 5 3 8 300
"833615-AngY" 2007 5 3 8 308
"833615-AngY" 2007 5 4 8 341
"833615-AngY" 2007 5 4 8 361
"833615-AngY" 2007 5 4 8 380
"898242-gbAN" 2007 4 3 6 300
"898242-gbAN" 2007 4 3 6 337
"898242-gbAN" 2007 4 3 6 363
"898317-GRM" 2007 4 3 6 278
"898317-GRM" 2007 4 3 6 299
"898317-GRM" 2007 4 4 6 329
"898332-ABR" 2007 4 2 7 295
"898332-ABR" 2007 4 3 7 329
"898332-ABR" 2007 4 4 7 357
"898332-ABR" 2007 4 3 7 385
"898345-RGN" 2007 4 3 4 268
"898351-GON" 2007 4 3 5 320
"898351-GON" 2007 4 4 5 350
"898351-GON" 2007 4 4 5 375
"898351-GON" 2007 4 3 5 393
"898527-weAM" 2007 3 2 3 274
"898527-weAM" 2007 3 3 3 304
"898591-weAR" 2007 3 3 7 276
"898591-weAR" 2007 3 3 7 326
"898591-weAR" 2007 3 3 7 356
"898660-onRA" 2007 3 3 3 271
"898660-onRA" 2007 3 3 3 299
"898680-AMM" 2007 3 4 4 282
"898680-AMM" 2007 3 4 4 325
"898685-brBA" 2007 3 3 3 276
"898685-brBA" 2007 3 4 3 304
"898685-brBA" 2007 3 2 3 341
"898685-brBA" 2007 3 3 3 371
"898685-brBA" 2007 3 3 3 402
"898700-bgNG" 2007 3 3 6 279
"898700-bgNG" 2007 3 3 6 301
"898700-bgNG" 2007 3 4 6 337
"898716-YRO" 2007 3 3 4 300
"898716-YRO" 2007 3 3 4 348
"898716-YRO" 2007 3 3 4 375
"898718-weYM" 2007 3 2 4 268
"898718-weYM" 2007 3 3 4 302
"898718-weYM" 2007 3 4 4 319
"898718-weYM" 2007 3 4 4 334
"898718-weYM" 2007 3 3 4 390
"898725-GGA" 2007 3 4 4 315
"898725-GGA" 2007 3 4 4 342
"898725-GGA" 2007 3 4 4 369
"898725-GGA" 2007 3 4 4 399
"898726-WAW" 2007 3 3 5 316
"898726-WAW" 2007 3 2 5 340
"898726-WAW" 2007 3 3 5 361
"898731-AOB" 2007 3 4 5 321
"898731-AOB" 2007 3 4 5 366
"898735-NRR" 2007 3 3 3 274
"898738-AGY" 2007 4 4 4 281
"898738-AGY" 2007 4 4 4 309
"898739-RMY" 2007 3 4 3 289
"898740-MWA" 2007 3 4 4 295
"898740-MWA" 2007 3 4 4 379
"898742-NOM" 2007 3 4 6 342
"898747-ANM" 2007 3 3 3 269
"898747-ANM" 2007 3 4 3 333
"899051-BGM" 2007 3 3 4 268
"899051-BGM" 2007 3 3 4 314
"899051-BGM" 2007 3 3 4 344
"899051-BGM" 2007 3 3 4 375
"899099-ObyA" 2007 2 4 2 342
"899157-MbyN" 2007 2 3 4 280
"899157-MbyN" 2007 2 3 4 295
"899157-MbyN" 2007 2 4 4 322
"899157-MbyN" 2007 2 3 4 365
"899176-AgoB" 2007 2 2 3 290
"899176-AgoB" 2007 2 3 3 336
"899187-AgoY" 2007 2 3 5 283
"899187-AgoY" 2007 2 4 5 300
"899187-AgoY" 2007 2 4 5 336
"899212-OGA" 2007 2 3 8 280
"899212-OGA" 2007 2 4 8 320
"899239-AnrY" 2007 2 2 2 281
"899239-AnrY" 2007 2 3 2 312
"899239-AnrY" 2007 2 4 2 354
"899265-ORR" 2007 2 3 5 280
"899265-ORR" 2007 2 3 5 299
"899265-ORR" 2007 2 3 5 326
"899265-ORR" 2007 2 3 5 344
"899265-ORR" 2007 2 3 5 360
"899283-WAR" 2007 2 3 3 286
"899283-WAR" 2007 2 4 3 340
"899283-WAR" 2007 2 4 3 363
"899283-WAR" 2007 2 3 3 394
"899284-WAY" 2007 2 3 2 283
"899284-WAY" 2007 2 3 2 327
"899289-MBW" 2007 2 3 3 274
"899289-MBW" 2007 2 3 3 312
"899289-MBW" 2007 2 2 3 349
"899289-MBW" 2007 2 3 3 382
"899340-AnaB" 2007 1 3 2 303
"899340-AnaB" 2007 1 4 2 332
"899342-RnaW" 2007 1 2 NA 296
"899373-GMY" 2007 2 3 2 291
"899382-OobN" 2007 1 4 4 297
"899382-OobN" 2007 1 3 4 347
"899382-OobN" 2007 1 4 4 378
"899384-YobG" 2007 1 2 2 310
"899384-YobG" 2007 1 3 2 345
"899385-ARA" 2007 2 4 3 317
"899385-ARA" 2007 2 3 3 371
"899397-MnaN" 2007 1 3 NA 304
"899435-MAY" 2007 2 3 4 300
"899435-MAY" 2007 2 2 4 375
"899446-BOG" 2007 2 3 4 289
"899446-BOG" 2007 2 4 4 322
"899446-BOG" 2007 2 4 4 354
"899453-MybA" 2007 1 3 4 345
"899454-OybO" 2007 1 2 NA 297
"899454-OybO" 2007 1 4 NA 339
"899454-OybO" 2007 1 3 NA 360
"899467-ONA" 2007 2 3 2 284
"899467-ONA" 2007 2 3 2 345
"899467-ONA" 2007 2 3 2 357
"899472-AybO" 2007 1 2 6 317
"899472-AybO" 2007 1 3 6 339
"899472-AybO" 2007 1 3 6 354
"899473-GybN" 2007 1 3 2 299
"899473-GybN" 2007 1 4 2 362
"899481-brON" 2007 1 3 5 275
"899481-brON" 2007 1 4 5 309
"899481-brON" 2007 1 3 5 340
"899481-brON" 2007 1 4 5 366
"899491-WAO" 2007 3 4 5 300
"899491-WAO" 2007 3 4 5 341
"899491-WAO" 2007 3 4 5 372
"899495-RBN" 2007 2 3 6 298
"899495-RBN" 2007 2 3 6 345
"899507-GOR" 2007 1 2 2 287
"899507-GOR" 2007 1 2 2 301
"899507-GOR" 2007 1 3 2 334
"899507-GOR" 2007 1 2 2 345
"899507-GOR" 2007 1 4 2 361
"899507-GOR" 2007 1 3 2 372
"899518-ANB" 2007 1 3 2 295
"899518-ANB" 2007 1 4 2 314
"899518-ANB" 2007 1 4 2 328
"899518-ANB" 2007 1 4 2 357
"899518-ANB" 2007 1 2 2 392
"899532-ORY" 2007 1 2 2 330
"899532-ORY" 2007 1 3 2 353
"899599-NYW" 2007 1 3 2 309
"899599-NYW" 2007 1 3 2 333
"899599-NYW" 2007 1 3 2 386
"899657-RAN" 2007 1 4 3 373
"899659-AAN2" 2007 1 3 2 295
"899659-AAN2" 2007 1 3 2 308
"899659-AAN2" 2007 1 4 2 334
"899659-AAN2" 2007 1 4 2 353
"553418-gMYC" 2008 3 3 4 301
"553418-gMYC" 2008 3 3 4 334
"653417-gAnrW" 2008 6 3 7 296
"653417-gAnrW" 2008 6 3 7 312
"832973-YWR" 2008 8 2 10 340
"832973-YWR" 2008 8 2 10 385
"832974-MAB" 2008 8 3 8 289
"832974-MAB" 2008 8 4 8 319
"833121-YogN" 2008 7 3 7 300
"833121-YogN" 2008 7 3 7 351
"833590-OnyA" 2008 6 3 10 282
"833590-OnyA" 2008 6 4 10 297
"833590-OnyA" 2008 6 3 10 365
"833615-AngY" 2008 6 3 8 303
"833615-AngY" 2008 6 3 8 328
"898242-gbAN" 2008 5 3 6 309
"898242-gbAN" 2008 5 3 6 348
"898317-GRM" 2008 5 3 6 299
"898317-GRM" 2008 5 3 6 327
"898317-GRM" 2008 5 3 6 379
"898332-ABR" 2008 5 3 7 281
"898332-ABR" 2008 5 3 7 318
"898332-ABR" 2008 5 3 7 348
"898332-ABR" 2008 5 3 7 383
"898591-weAR" 2008 4 3 7 281
"898591-weAR" 2008 4 4 7 296
"898591-weAR" 2008 4 3 7 346
"898700-bgNG" 2008 4 4 6 280
"898700-bgNG" 2008 4 4 6 332
"898700-bgNG" 2008 4 4 6 364
"898716-YRO" 2008 4 3 4 292
"898716-YRO" 2008 4 4 4 317
"898716-YRO" 2008 4 3 4 340
"898718-weYM" 2008 4 2 4 290
"898718-weYM" 2008 4 4 4 308
"898726-WAW" 2008 4 3 5 291
"898726-WAW" 2008 4 3 5 318
"898726-WAW" 2008 4 3 5 342
"898726-WAW" 2008 4 3 5 367
"898731-AOB" 2008 4 3 5 282
"898731-AOB" 2008 4 3 5 336
"898742-NOM" 2008 4 3 6 292
"898742-NOM" 2008 4 4 6 308
"898742-NOM" 2008 4 4 6 333
"898742-NOM" 2008 4 3 6 361
"898742-NOM" 2008 4 3 6 386
"899051-BGM" 2008 4 3 4 297
"899157-MbyN" 2008 3 3 4 280
"899157-MbyN" 2008 3 3 4 294
"899157-MbyN" 2008 3 3 4 305
"899157-MbyN" 2008 3 3 4 326
"899157-MbyN" 2008 3 3 4 344
"899176-AgoB" 2008 3 2 3 307
"899187-AgoY" 2008 3 3 5 287
"899187-AgoY" 2008 3 3 5 322
"899187-AgoY" 2008 3 3 5 351
"899212-OGA" 2008 3 3 8 287
"899212-OGA" 2008 3 4 8 356
"899265-ORR" 2008 3 3 5 286
"899265-ORR" 2008 3 3 5 304
"899265-ORR" 2008 3 3 5 359
"899283-WAR" 2008 3 3 3 291
"899382-OobN" 2008 2 3 4 289
"899382-OobN" 2008 2 3 4 357
"899382-OobN" 2008 2 3 4 380
"899385-ARA" 2008 3 3 3 299
"899435-MAY" 2008 3 3 4 294
"899435-MAY" 2008 3 3 4 338
"899446-BOG" 2008 3 3 4 292
"899446-BOG" 2008 3 4 4 324
"899446-BOG" 2008 3 4 4 353
"899453-MybA" 2008 2 3 4 298
"899453-MybA" 2008 2 3 4 357
"899472-AybO" 2008 2 3 6 292
"899472-AybO" 2008 2 3 6 330
"899473-GybN" 2008 2 3 2 285
"899473-GybN" 2008 2 4 2 316
"899481-brON" 2008 2 3 5 284
"899481-brON" 2008 2 4 5 309
"899481-brON" 2008 2 4 5 356
"899481-brON" 2008 2 3 5 370
"899491-WAO" 2008 4 3 5 287
"899491-WAO" 2008 4 3 5 322
"899491-WAO" 2008 4 3 5 370
"899495-RBN" 2008 3 3 6 293
"899495-RBN" 2008 3 3 6 321
"899495-RBN" 2008 3 3 6 345
"899495-RBN" 2008 3 3 6 374
"899507-GOR" 2008 2 4 2 295
"899507-GOR" 2008 2 3 2 321
"899507-GOR" 2008 2 4 2 349
"899507-GOR" 2008 2 3 2 382
"899599-NYW" 2008 2 3 2 283
"899657-RAN" 2008 2 3 3 288
"899657-RAN" 2008 2 4 3 338
"899657-RAN" 2008 2 3 3 367
"899659-AAN2" 2008 2 3 2 289
"899659-AAN2" 2008 2 3 2 315
"899702-naOR" 2008 1 3 2 340
"899702-naOR" 2008 1 3 2 363
"899707-ogBB" 2008 1 2 2 312
"899707-ogBB" 2008 1 3 2 349
"899707-ogBB" 2008 1 3 2 362
"899720-raOB" 2008 1 3 3 326
"899722-YNN" 2008 1 2 6 285
"899722-YNN" 2008 1 3 6 321
"899722-YNN" 2008 1 4 6 335
"899746-WWA" 2008 1 3 3 309
"899746-WWA" 2008 1 3 3 346
"899746-WWA" 2008 1 3 3 368
"899792-GOG" 2008 1 3 4 327
"899792-GOG" 2008 1 3 4 358
"899800-AON" 2008 1 3 4 281
"899800-AON" 2008 1 4 4 298
"899800-AON" 2008 1 3 4 328
"899800-AON" 2008 1 4 4 353
"899800-AON" 2008 1 3 4 381
"899805-BAR" 2008 1 3 2 295
"899805-BAR" 2008 1 3 2 313
"899805-BAR" 2008 1 3 2 331
"899805-BAR" 2008 1 3 2 370
"899807-MNY" 2008 1 3 1 304
"899807-MNY" 2008 1 3 1 337
"899809-GYG" 2008 1 3 6 296
"899809-GYG" 2008 1 3 6 329
"899809-GYG" 2008 1 3 6 373
"899812-RRW" 2008 1 3 2 294
"899812-RRW" 2008 1 2 2 324
"899812-RRW" 2008 1 3 2 356
"899813-YBG" 2008 1 3 3 304
"899814-YNR" 2008 1 3 2 306
"899814-YNR" 2008 1 3 2 341
"899814-YNR" 2008 1 3 2 367
"899817-MAG" 2008 1 3 2 309
"899817-MAG" 2008 1 3 2 355
"899817-MAG" 2008 1 3 2 371
"899818-ABO" 2008 1 3 1 378
"899821-BAN" 2008 1 3 3 293
"899821-BAN" 2008 1 3 3 329
"899821-BAN" 2008 1 3 3 358
"899822-AOR" 2008 1 3 2 286
"899822-AOR" 2008 1 4 2 314
"899822-AOR" 2008 1 4 2 326
"899823-GGR" 2008 1 3 2 320
"899823-GGR" 2008 1 2 2 379
"899824-AGW" 2008 1 3 3 317
"899824-AGW" 2008 1 3 3 362
"899825-MAR" 2008 1 3 3 314
"899825-MAR" 2008 1 3 3 329
"899825-MAR" 2008 1 3 3 339
"899825-MAR" 2008 1 3 3 363
"899826-OAO" 2008 1 3 3 321
"899826-OAO" 2008 1 3 3 369
"899827-NWB" 2008 1 3 2 325
"899827-NWB" 2008 1 3 2 360
"899828-YMA" 2008 1 3 6 319
"899828-YMA" 2008 1 3 6 332
"899829-AGA" 2008 1 3 6 316
"899831-YOA" 2008 1 2 3 345
"899831-YOA" 2008 1 3 3 367
"899843-YAM" 2008 1 3 4 314
"899843-YAM" 2008 1 3 4 369
"899844-BAA" 2008 1 3 2 310
"899844-BAA" 2008 1 3 2 356
"899883-AGR" 2008 1 3 3 283
"899883-AGR" 2008 1 4 3 310
"899883-AGR" 2008 1 4 3 326
"899883-AGR" 2008 1 4 3 353
"899909-GNN" 2008 1 3 4 352
"981833-RAR" 2008 1 4 2 344
"981833-RAR" 2008 1 2 2 367
"981833-RAR" 2008 1 3 2 382
"981846-BAW" 2008 1 3 1 330
"981846-BAW" 2008 1 3 1 356
"981846-BAW" 2008 1 3 1 378
"981871-YMW2" 2008 1 2 2 309
"981871-YMW2" 2008 1 4 2 321
"981871-YMW2" 2008 1 3 2 335
"832973-YWR" 2009 9 4 10 308
"832973-YWR" 2009 9 3 10 366
"832973-YWR" 2009 9 3 10 393
"833590-OnyA" 2009 7 3 10 275
"833590-OnyA" 2009 7 3 10 296
"833590-OnyA" 2009 7 3 10 329
"833590-OnyA" 2009 7 3 10 343
"833615-AngY" 2009 7 3 8 297
"833615-AngY" 2009 7 3 8 336
"833615-AngY" 2009 7 3 8 370
"833615-AngY" 2009 7 3 8 425
"898242-gbAN" 2009 6 3 6 284
"898317-GRM" 2009 6 2 6 274
"898332-ABR" 2009 6 3 7 271
"898332-ABR" 2009 6 3 7 279
"898332-ABR" 2009 6 3 7 296
"898332-ABR" 2009 6 3 7 356
"898591-weAR" 2009 5 3 7 255
"898591-weAR" 2009 5 3 7 297
"898591-weAR" 2009 5 4 7 313
"898591-weAR" 2009 5 4 7 337
"898700-bgNG" 2009 5 3 6 266
"898700-bgNG" 2009 5 3 6 311
"898700-bgNG" 2009 5 3 6 334
"898700-bgNG" 2009 5 4 6 360
"898726-WAW" 2009 5 3 5 314
"898731-AOB" 2009 5 3 5 275
"898742-NOM" 2009 5 3 6 278
"898742-NOM" 2009 5 3 6 313
"898742-NOM" 2009 5 4 6 340
"899157-MbyN" 2009 4 3 4 265
"899157-MbyN" 2009 4 3 4 299
"899187-AgoY" 2009 4 3 5 285
"899187-AgoY" 2009 4 3 5 327
"899187-AgoY" 2009 4 3 5 344
"899212-OGA" 2009 4 3 8 277
"899212-OGA" 2009 4 3 8 347
"899265-ORR" 2009 4 3 5 266
"899265-ORR" 2009 4 3 5 283
"899265-ORR" 2009 4 3 5 313
"899265-ORR" 2009 4 3 5 345
"899382-OobN" 2009 3 3 4 289
"899382-OobN" 2009 3 4 4 308
"899382-OobN" 2009 3 4 4 336
"899446-BOG" 2009 4 3 4 284
"899446-BOG" 2009 4 4 4 322
"899446-BOG" 2009 4 3 4 355
"899453-MybA" 2009 3 3 4 289
"899453-MybA" 2009 3 3 4 312
"899453-MybA" 2009 3 3 4 321
"899453-MybA" 2009 3 3 4 363
"899472-AybO" 2009 3 2 6 286
"899472-AybO" 2009 3 3 6 299
"899472-AybO" 2009 3 4 6 317
"899472-AybO" 2009 3 3 6 343
"899481-brON" 2009 3 3 5 271
"899481-brON" 2009 3 4 5 317
"899481-brON" 2009 3 4 5 346
"899491-WAO" 2009 5 3 5 270
"899491-WAO" 2009 5 4 5 309
"899491-WAO" 2009 5 4 5 334
"899491-WAO" 2009 5 3 5 369
"899495-RBN" 2009 4 3 6 348
"899495-RBN" 2009 4 3 6 381
"899503-RybO" 2009 3 4 3 339
"899702-naOR" 2009 2 3 2 297
"899702-naOR" 2009 2 4 2 325
"899702-naOR" 2009 2 3 2 353
"899707-ogBB" 2009 2 3 2 296
"899707-ogBB" 2009 2 4 2 328
"899720-raOB" 2009 2 3 3 283
"899720-raOB" 2009 2 4 3 306
"899720-raOB" 2009 2 4 3 338
"899720-raOB" 2009 2 3 3 380
"899722-YNN" 2009 2 3 6 282
"899722-YNN" 2009 2 4 6 322
"899722-YNN" 2009 2 4 6 340
"899722-YNN" 2009 2 3 6 371
"899729-nrWN" 2009 2 2 3 307
"899729-nrWN" 2009 2 3 3 343
"899746-WWA" 2009 2 3 3 289
"899746-WWA" 2009 2 3 3 319
"899792-GOG" 2009 2 3 4 298
"899792-GOG" 2009 2 3 4 332
"899799-naYO" 2009 2 3 3 279
"899799-naYO" 2009 2 3 3 313
"899799-naYO" 2009 2 3 3 377
"899800-AON" 2009 2 3 4 271
"899800-AON" 2009 2 3 4 286
"899800-AON" 2009 2 4 4 312
"899800-AON" 2009 2 4 4 338
"899800-AON" 2009 2 3 4 358
"899805-BAR" 2009 2 3 2 270
"899809-GYG" 2009 2 2 6 285
"899809-GYG" 2009 2 4 6 302
"899809-GYG" 2009 2 4 6 344
"899813-YBG" 2009 2 3 3 280
"899813-YBG" 2009 2 3 3 332
"899813-YBG" 2009 2 3 3 353
"899817-MAG" 2009 2 3 2 284
"899817-MAG" 2009 2 3 2 311
"899817-MAG" 2009 2 2 2 327
"899817-MAG" 2009 2 3 2 344
"899821-BAN" 2009 2 3 3 271
"899821-BAN" 2009 2 4 3 304
"899821-BAN" 2009 2 4 3 328
"899821-BAN" 2009 2 3 3 420
"899822-AOR" 2009 2 3 2 262
"899823-GGR" 2009 2 3 2 284
"899824-AGW" 2009 2 3 3 273
"899824-AGW" 2009 2 4 3 296
"899824-AGW" 2009 2 3 3 312
"899825-MAR" 2009 2 3 3 305
"899825-MAR" 2009 2 3 3 336
"899825-MAR" 2009 2 3 3 367
"899826-OAO" 2009 2 4 3 306
"899826-OAO" 2009 2 3 3 354
"899828-YMA" 2009 2 3 6 293
"899828-YMA" 2009 2 3 6 335
"899829-AGA" 2009 2 3 6 279
"899829-AGA" 2009 2 3 6 296
"899829-AGA" 2009 2 3 6 315
"899829-AGA" 2009 2 3 6 371
"899843-YAM" 2009 2 3 4 281
"899843-YAM" 2009 2 2 4 313
"899844-BAA" 2009 2 3 2 296
"899844-BAA" 2009 2 2 2 305
"899844-BAA" 2009 2 3 2 321
"899844-BAA" 2009 2 3 2 352
"899883-AGR" 2009 2 4 3 280
"899883-AGR" 2009 2 4 3 315
"899883-AGR" 2009 2 3 3 369
"899887-bwAO" 2009 1 3 2 308
"899909-GNN" 2009 2 3 4 296
"899909-GNN" 2009 2 4 4 327
"899909-GNN" 2009 2 3 4 374
"899935-bwBR" 2009 1 3 3 316
"899935-bwBR" 2009 1 3 3 348
"899948-rnYY" 2009 1 3 2 341
"899984-bwBG" 2009 1 3 2 323
"899984-bwBG" 2009 1 3 2 352
"899985-GMA" 2009 1 4 2 305
"899985-GMA" 2009 1 3 2 362
"981801-anGA" 2009 1 3 1 332
"981821-anYG" 2009 1 3 2 327
"981821-anYG" 2009 1 3 2 361
"981827-arAR" 2009 1 3 3 330
"981833-RAR" 2009 2 3 2 289
